Unique_ID,holeid,from,to,Class,As_trunc_flag,As_clean,As_missing_flag,Au_trunc_flag,Au_clean,Au_missing_flag,Pb_trunc_flag,Pb_clean,Pb_missing_flag,Fe_trunc_flag,Fe_clean,Fe_missing_flag,Mo_trunc_flag,Mo_clean,Mo_missing_flag,Cu_trunc_flag,Cu_clean,Cu_missing_flag,S_trunc_flag,S_clean,S_missing_flag,Zn_trunc_flag,Zn_clean,Zn_missing_flag
A07535,SOLVE143,601,611.0,B,0,21.0,0,0,0.011,0,0,14.2,0,0,24640.0,0,0,1.0,0,0,4.4,0,0,1460.0,0,0,38.0,0
A07997,SOLVE143,611,621.0,A,0,3.6,0,0,0.007,0,0,28.0,0,0,28360.0,0,0,1.0,0,0,1.6,0,0,780.0,0,0,42.8,0
A08518,SOLVE143,621,631.0,A,0,5.2,0,1,0.0035355339059327372,0,0,41.4,0,0,24240.0,0,0,1.0,0,0,3.0,0,0,100.0,0,0,39.2,0
A08511,SOLVE143,631,641.0,A,0,4.8,0,1,0.0035355339059327372,0,0,18.8,0,0,22840.0,0,0,1.0,0,0,4.2,0,0,180.0,0,0,38.8,0
A07617,SOLVE143,641,651.0,A,0,7.4,0,0,0.01,0,0,31.4,0,0,24740.0,0,0,1.0,0,0,5.6,0,0,2100.0,0,0,40.0,0
A07872,SOLVE143,651,661.0,A,0,6.2,0,0,0.008,0,0,18.2,0,0,23180.0,0,0,1.0,0,0,5.0,0,0,100.0,0,0,43.8,0
A07186,SOLVE143,661,671.0,A,0,10.6,0,0,0.015,0,0,8.4,0,0,27580.0,0,0,1.0,0,0,10.6,0,0,680.0,0,0,57.8,0
A07862,SOLVE143,671,681.0,A,0,17.6,0,0,0.008,0,0,586.6,0,0,44520.0,0,0,2.6,0,0,6.2,0,0,10380.0,0,0,43.6,0
A07984,SOLVE143,681,691.0,A,0,14.2,0,0,0.007,0,0,57.8,0,0,34320.0,0,0,1.0,0,0,20.4,0,0,16860.0,0,0,54.8,0
A07853,SOLVE143,691,701.0,A,0,22.4,0,0,0.008,0,0,91.4,0,0,47680.0,0,0,1.2,0,0,16.6,0,0,29240.0,0,0,58.0,0
A07733,SOLVE143,701,711.0,A,0,8.8,0,0,0.009,0,0,522.0,0,0,49500.0,0,0,2.4,0,0,6.8,0,0,11680.0,0,0,51.0,0
A06809,SOLVE143,711,721.0,A,0,8.0,0,0,0.02,0,0,1101.6,0,0,40780.0,0,0,6.8,0,0,4.8,0,0,2260.0,0,0,49.4,0
A06944,SOLVE143,721,731.0,A,0,9.2,1,0,0.018,0,0,847.2,0,0,42640.0,0,0,3.4,0,0,7.8,0,0,2400.0,0,0,64.0,0
A08447,SOLVE143,731,741.0,A,0,9.2,1,1,0.0035355339059327372,0,0,135.0,0,0,52700.0,0,0,2.4,0,0,3.6,0,0,3180.0,0,0,59.2,0
A08436,SOLVE143,741,751.0,A,0,9.2,1,1,0.0035355339059327372,0,0,162.0,0,0,38220.0,0,0,2.0,0,0,8.8,0,0,13640.0,0,0,49.8,0
A08425,SOLVE143,751,761.0,A,0,9.2,1,1,0.0035355339059327372,0,0,389.4,0,0,46060.0,0,0,3.8,0,0,6.0,0,0,6600.0,0,0,58.4,0
A08135,SOLVE143,761,771.0,A,0,9.2,1,0,0.006,0,0,420.6,0,0,51880.0,0,0,2.2,0,0,3.0,0,0,2760.0,0,0,61.2,0
A08400,SOLVE143,771,781.0,A,0,9.2,1,1,0.0035355339059327372,0,0,64.0,0,0,46980.0,0,0,1.2,0,0,4.4,0,0,18280.0,0,0,45.0,0
A08393,SOLVE143,781,791.0,A,0,9.2,1,1,0.0035355339059327372,0,0,92.8,0,0,39000.0,0,0,1.2,0,0,1.4,0,0,280.0,0,0,54.6,0
A08386,SOLVE143,791,801.0,A,0,9.2,1,1,0.0035355339059327372,0,0,85.2,0,0,47580.0,0,0,1.4,0,0,2.4,0,0,7980.0,0,0,47.8,0
A07403,SOLVE143,801,811.0,A,0,9.2,1,0,0.012,0,0,166.4,0,0,38420.0,0,0,1.8,0,0,13.6,0,0,16520.0,0,0,44.2,0
A07960,SOLVE143,811,821.0,A,0,9.2,1,0,0.007,0,0,518.2,0,0,43020.0,0,0,4.4,0,0,2.8,0,0,9920.0,0,0,32.6,0
A06863,SOLVE143,821,831.0,A,0,9.2,1,0,0.019,0,0,967.0,0,0,59700.0,0,0,9.4,0,0,2.8,0,0,3820.0,0,0,45.6,0
A07070,SOLVE143,831,841.0,A,0,9.2,1,0,0.016,0,0,331.4,0,0,65800.0,0,0,5.2,0,0,1.6,0,0,1420.0,0,0,35.2,0
A07497,SOLVE143,841,851.0,A,0,9.2,1,0,0.011,0,0,473.6,0,0,49020.0,1,0,6.6,0,0,1.2,0,0,10040.0,0,0,30.6,0
A07954,SOLVE143,851,861.0,A,0,9.2,1,0,0.007,0,0,504.0,0,0,59280.0,0,0,17.2,0,0,1.8,0,0,3280.0,0,0,36.4,0
A06852,SOLVE143,861,871.0,A,0,9.2,1,0,0.019,0,0,556.0,0,0,74280.0,0,0,5.0,0,0,4.4,0,0,15120.0,0,0,53.2,0
A07389,SOLVE143,871,881.0,A,0,9.2,1,0,0.012,0,0,949.4,0,0,64600.0,0,0,6.4,0,0,3.0,0,0,3660.0,0,0,57.2,0
A06989,SOLVE143,881,891.0,A,0,9.2,1,0,0.017,0,0,672.2,0,0,58520.0,0,0,13.6,0,0,1.8,0,0,1260.0,0,0,38.6,0
A08512,SOLVE143W1,631,641.0,A,0,9.2,1,1,0.0035355339059327372,0,0,28.0,0,0,20125.0,0,0,1.0,0,0,6.5,0,0,300.0,0,0,33.5,0
A07873,SOLVE143W1,641,651.0,A,0,9.2,1,0,0.008,0,0,29.0,0,0,23120.0,0,0,1.2,0,0,7.4,0,0,2540.0,0,0,37.0,0
A08496,SOLVE143W1,651,661.0,A,0,9.2,1,1,0.0035355339059327372,0,0,6.2,0,0,21200.0,0,0,1.0,0,0,5.8,0,0,60.0,0,0,36.4,0
A07868,SOLVE143W1,661,671.0,A,0,9.2,1,0,0.008,0,0,85.0,0,0,26740.0,0,0,1.0,0,0,7.6,0,0,790.0,0,0,46.2,0
A08166,SOLVE143W1,671,681.0,A,0,9.2,1,0,0.006,0,0,180.0,0,0,36980.0,0,0,1.0,0,0,8.2,0,0,9960.0,0,0,38.6,0
A07437,SOLVE143W1,681,691.0,A,0,9.2,1,0,0.012,0,0,35.0,0,0,30840.0,0,0,1.0,0,0,64.8,0,0,15220.0,0,0,103.2,0
A07854,SOLVE143W1,691,701.0,A,0,9.2,1,0,0.008,0,0,241.8,0,0,38840.0,0,0,3.8,0,0,15.6,0,0,17960.0,0,0,51.6,0
A06272,SOLVE143W1,701,711.0,A,0,9.2,1,0,0.029,0,0,1763.6,0,0,40540.0,0,0,3.4,0,0,10.0,0,0,5620.0,0,0,42.8,0
A08150,SOLVE143W1,711,721.0,A,0,9.2,1,0,0.006,0,0,358.0,0,0,41200.0,0,0,8.6,0,0,4.4,0,0,580.0,0,0,33.0,0
A07338,SOLVE143W1,721,731.0,A,0,9.2,1,0,0.013,0,0,553.2,0,0,49360.0,0,0,3.4,0,0,6.8,0,0,1200.0,0,0,52.2,0
A08145,SOLVE143W1,731,741.0,A,0,9.2,1,0,0.006,0,0,186.8,0,0,48200.0,0,0,1.0,0,0,10.6,0,0,10100.0,0,0,55.0,0
A08140,SOLVE143W1,741,751.0,A,0,9.2,1,0,0.006,0,0,313.0,0,0,39280.0,0,0,3.8,0,0,6.8,0,0,16340.0,0,0,39.6,0
A07973,SOLVE143W1,751,761.0,A,0,9.2,1,0,0.007,0,0,146.4,0,0,35880.0,0,0,1.2,0,0,7.6,0,0,5860.0,0,0,42.6,0
A08418,SOLVE143W1,761,771.0,A,0,9.2,1,1,0.0035355339059327372,0,0,156.8,0,0,41520.0,0,0,1.0,0,0,6.0,0,0,1220.0,0,0,57.4,0
A08405,SOLVE143W1,771,781.0,A,0,9.2,1,1,0.0035355339059327372,0,0,171.8,0,0,46860.0,0,0,1.6,0,0,7.2,0,0,16960.0,0,0,52.8,0
A08126,SOLVE143W1,781,791.0,A,0,9.2,1,0,0.006,0,0,561.8,0,0,39180.0,0,0,4.2,0,0,3.6,0,0,3180.0,0,0,36.0,0
A07409,SOLVE143W1,791,801.0,A,0,9.2,1,0,0.012,0,0,131.6,0,0,39440.0,0,0,3.8,0,0,3.0,0,0,260.0,0,0,46.6,0
A08383,SOLVE143W1,801,811.0,A,0,9.2,1,1,0.0035355339059327372,0,0,40.0,0,0,43680.0,0,0,1.2,0,0,1.8,0,0,100.0,0,0,35.6,0
A07831,SOLVE143W1,811,821.0,A,0,9.2,1,0,0.008,0,0,280.0,0,0,48680.0,0,0,1.8,0,0,1.8,0,0,190.0,0,0,30.0,0
A08115,SOLVE143W1,821,831.0,A,0,9.2,1,0,0.006,0,0,338.4,0,0,49380.0,0,0,1.4,0,0,3.2,0,0,1800.0,0,0,37.0,0
A08376,SOLVE143W1,831,841.0,A,0,9.2,1,1,0.0035355339059327372,0,0,182.0,0,0,47220.0,0,0,1.2,0,0,2.8,0,0,6720.0,0,0,33.0,0
A08371,SOLVE143W1,841,851.0,A,0,9.2,1,1,0.0035355339059327372,0,0,217.4,0,0,53500.0,0,0,6.2,0,0,4.4,0,0,12780.0,0,0,35.4,0
A07496,SOLVE143W1,851,861.0,A,0,9.2,1,0,0.011,0,0,626.4,0,0,49020.0,1,0,7.0,0,0,3.0,0,0,11780.0,0,0,33.6,0
A06525,SOLVE143W1,861,871.0,A,0,9.2,1,0,0.024,0,0,1067.8,0,0,49060.0,0,0,9.0,0,0,3.4,0,0,2920.0,0,0,37.2,0
A07952,SOLVE143W1,871,881.0,A,0,9.2,1,0,0.007,0,0,359.6,0,0,45460.0,0,0,4.8,0,0,3.6,0,0,1800.0,0,0,41.6,0
A07153,SOLVE143W1,881,891.0,A,0,9.2,1,0,0.015,0,0,494.6,0,0,44060.0,0,0,8.2,0,0,3.4,0,0,5940.0,0,0,45.2,0
A07315,SOLVE143W1,891,901.0,A,0,9.2,1,0,0.013,0,0,1386.0,0,0,41400.0,0,0,16.4,0,0,2.6,0,0,5660.0,0,0,35.4,0
A03970,SOLVE143W1,1621,1631.0,A,0,3.4,0,0,0.106,0,0,1447.8,0,0,48940.0,0,0,16.0,0,0,5.0,0,0,3420.0,0,0,60.6,0
A03829,SOLVE143W1,1631,1641.0,A,0,4.2,0,0,0.114,0,0,1723.4,0,0,38460.0,0,0,25.6,0,0,4.6,0,0,5540.0,0,0,49.6,0
A04768,SOLVE143W1,1641,1651.0,A,0,3.0,0,0,0.068,0,0,1913.4,0,0,40120.0,0,0,41.4,0,0,4.8,0,0,10660.0,0,0,42.0,0
A00526,SOLVE143W1,1651,1661.0,A,0,9.2,1,0,0.81,0,0,3225.2,0,0,34780.0,0,0,26.4,0,0,6.6,0,0,3100.0,0,0,43.8,0
A08584,SOLVE144,161,171.0,B,0,13.0,0,1,0.0035355339059327372,0,0,8.2,0,0,18080.0,0,0,1.0,0,0,2.8,0,0,960.0,0,0,26.8,0
A07642,SOLVE144,171,181.0,B,0,24.4,0,0,0.01,0,0,53.4,0,0,27980.0,0,0,1.6,0,0,5.8,0,0,4480.0,0,0,29.8,0
A08576,SOLVE144,181,191.0,B,0,19.6,0,1,0.0035355339059327372,0,0,684.2,0,0,18740.0,0,0,1.0,0,0,10.6,0,0,2020.0,0,0,44.8,0
A07762,SOLVE144,191,201.0,B,0,7.4,0,0,0.009,0,0,218.8,0,0,25440.0,0,0,1.0,0,0,2.8,0,0,1440.0,0,0,21.0,0
A07761,SOLVE144,201,211.0,B,0,9.6,0,0,0.009,0,0,127.4,0,0,36760.0,0,0,1.0,0,0,4.8,0,0,840.0,0,0,38.8,0
A08017,SOLVE144,211,221.0,B,0,7.0,0,0,0.007,0,0,117.4,0,0,45320.0,0,0,1.0,0,0,5.6,0,0,17540.0,0,0,27.8,0
A08560,SOLVE144,221,231.0,B,0,5.0,0,1,0.0035355339059327372,0,0,206.6,0,0,37940.0,0,0,1.0,0,0,5.6,0,0,14220.0,0,0,28.0,0
A08010,SOLVE144,231,241.0,B,0,2.4,0,0,0.007,0,0,278.6,0,0,22700.0,0,0,4.4,0,0,6.8,0,0,7140.0,0,0,21.4,0
A08198,SOLVE144,241,251.0,B,0,22.8,0,0,0.006,0,0,37.2,0,0,11320.0,0,0,3.6,0,0,39.6,0,0,4660.0,0,0,72.4,0
A06888,SOLVE144,251,261.0,B,0,27.2,0,0,0.019,0,0,14.0,0,0,12880.0,0,0,1.0,0,0,23.0,0,0,3460.0,0,0,42.2,0
A07626,SOLVE144,261,271.0,B,0,7.6,0,0,0.01,0,0,107.6,0,0,43060.0,0,0,2.2,0,0,22.0,0,0,26380.0,0,0,66.6,0
A07275,SOLVE144,271,281.0,B,0,9.0,0,0,0.014,0,0,154.8,0,0,17180.0,0,0,1.2,0,0,7.2,0,0,420.0,0,0,38.8,0
A08534,SOLVE144,281,291.0,B,0,5.0,0,1,0.0035355339059327372,0,0,35.4,0,0,18180.0,0,0,1.6,0,0,3.6,0,0,240.0,0,0,36.6,0
A03706,SOLVE144,291,301.0,B,0,33.4,0,0,0.123,0,0,119.6,0,0,31340.0,0,0,6.6,0,0,6.0,0,0,14340.0,0,0,53.8,0
A05833,SOLVE144,301,311.0,A,0,38.2,0,0,0.038,0,0,235.0,0,0,38020.0,0,0,2.8,0,0,5.2,0,0,3620.0,0,0,44.2,0
A07532,SOLVE144,311,321.0,A,0,8.2,0,0,0.011,0,0,287.8,0,0,49020.0,1,0,2.6,0,0,3.0,0,0,500.0,0,0,30.0,0
A08514,SOLVE144,321,331.0,A,0,9.8,0,1,0.0035355339059327372,0,0,55.8,0,0,53820.0,0,0,1.2,0,0,3.0,0,0,90.0,0,0,36.4,0
A08179,SOLVE144,331,341.0,A,0,8.0,0,0,0.006,0,0,32.8,0,0,58080.0,0,0,1.0,0,0,2.6,0,0,130.0,0,0,44.8,0
A07528,SOLVE144,341,351.0,A,0,10.2,0,0,0.011,0,0,8.1,0,0,58040.0,0,0,1.0,0,0,2.6,0,0,230.0,0,0,59.6,0
A08498,SOLVE144,351,361.0,A,0,9.4,0,1,0.0035355339059327372,0,0,162.2,0,0,50820.0,0,0,1.4,0,0,2.2,0,0,160.0,0,0,49.0,0
A07524,SOLVE144,361,371.0,A,0,8.2,0,0,0.011,0,0,1056.0,0,0,49020.0,1,0,8.6,0,0,2.6,0,0,1060.0,0,0,38.6,0
A08487,SOLVE144,371,381.0,A,0,8.6,0,1,0.0035355339059327372,0,0,637.6,0,0,61600.0,0,0,9.6,0,0,4.4,0,0,700.0,0,0,26.2,0
A07343,SOLVE144,381,391.0,A,0,20.8,0,0,0.013,0,0,583.6,0,0,54580.0,0,0,4.0,0,0,4.8,0,0,7000.0,0,0,36.8,0
A07737,SOLVE144,391,401.0,A,0,26.0,0,0,0.009,0,0,924.6,0,0,56000.0,0,0,6.0,0,0,10.6,0,0,12280.0,0,0,65.2,0
A07436,SOLVE144,401,411.0,A,0,10.2,0,0,0.012,0,0,612.2,0,0,66720.0,0,0,8.6,0,0,4.8,0,0,2220.0,0,0,43.8,0
A08158,SOLVE144,411,421.0,A,0,13.0,0,0,0.006,0,0,264.2,0,0,54660.0,0,0,3.0,0,0,39.8,0,0,5380.0,0,0,140.8,0
A07518,SOLVE144,421,431.0,A,0,16.8,0,0,0.011,0,0,155.0,0,0,49020.0,1,0,5.4,0,0,37.6,0,0,6940.0,0,0,94.2,0
A07016,SOLVE144,431,441.0,A,0,8.0,0,0,0.017,0,0,778.4,0,0,41240.0,0,0,5.0,0,0,8.6,0,0,2120.0,0,0,62.6,0
A04256,SOLVE144,441,451.0,A,0,9.0,0,0,0.091,0,0,607.8,0,0,51160.0,0,0,30.6,0,0,6.4,0,0,800.0,0,0,44.0,0
A07175,SOLVE144,451,461.0,A,0,18.4,0,0,0.015,0,0,686.8,0,0,50020.0,0,0,6.0,0,0,29.4,0,0,1820.0,0,0,67.0,0
A08148,SOLVE144,461,471.0,A,0,10.0,0,0,0.006,0,0,527.0,0,0,50820.0,0,0,5.2,0,0,3.6,0,0,340.0,0,0,38.4,0
A04983,SOLVE144,471,481.0,A,0,30.6,0,0,0.061,0,0,518.2,0,0,55180.0,0,0,10.0,0,0,140.0,0,0,8560.0,0,0,118.4,0
A05671,SOLVE144,481,491.0,A,0,15.4,0,0,0.041,0,0,559.2,0,0,51500.0,0,0,8.0,0,0,16.8,0,0,4920.0,0,0,54.0,0
A05439,SOLVE144,491,501.0,A,0,11.2,0,0,0.047,0,0,331.2,0,0,61640.0,0,0,5.4,0,0,8.8,0,0,1560.0,0,0,38.8,0
A01850,SOLVE144,501,511.0,A,0,15.6,0,0,0.346,0,0,1027.2,0,0,53620.0,0,0,6.0,0,0,154.2,0,0,4480.0,0,0,404.6,0
A07423,SOLVE144,511,521.0,A,0,9.4,0,0,0.012,0,0,2015.8,0,0,32420.0,0,0,21.2,0,0,8.2,0,0,9060.0,0,0,73.0,0
A07166,SOLVE144,521,531.0,A,0,13.6,0,0,0.015,0,0,949.4,0,0,45160.0,0,0,69.2,0,0,6.2,0,0,5960.0,0,0,57.6,0
A07721,SOLVE144,531,541.0,A,0,6.2,0,0,0.009,0,0,276.4,0,0,35680.0,0,0,41.8,0,0,5.4,0,0,5620.0,0,0,57.2,0
A07968,SOLVE144,541,551.0,A,0,7.4,0,0,0.007,0,0,301.4,0,0,53820.0,0,0,33.2,0,0,3.4,0,0,780.0,0,0,50.4,0
A07589,SOLVE144,551,561.0,A,0,12.0,0,0,0.01,0,0,554.8,0,0,44700.0,0,0,10.4,0,0,5.4,0,0,4960.0,0,0,43.8,0
A07963,SOLVE144,561,571.0,A,0,13.2,0,0,0.007,0,0,276.0,0,0,48520.0,0,0,14.0,0,0,2.6,0,0,9640.0,0,0,43.4,0
A07837,SOLVE144,571,581.0,A,0,12.2,0,0,0.008,0,0,204.8,0,0,49320.0,0,0,9.2,0,0,2.2,0,0,3940.0,0,0,34.2,0
A07585,SOLVE144,581,591.0,A,0,6.2,0,0,0.01,0,0,454.2,0,0,46620.0,0,0,20.8,0,0,3.2,0,0,1120.0,0,0,30.8,0
A07239,SOLVE144,591,601.0,A,0,6.2,0,0,0.014,0,0,802.4,0,0,70140.0,0,0,23.0,0,0,1.8,0,0,1520.0,0,0,28.8,0
A07076,SOLVE144,601,611.0,A,0,6.4,0,0,0.016,0,0,617.4,0,0,53000.0,0,0,5.4,0,0,3.2,0,0,680.0,0,0,29.4,0
A06784,SOLVE144,611,621.0,A,0,7.6,0,0,0.02,0,0,856.4,0,0,56000.0,0,0,22.4,0,0,3.4,0,0,4260.0,0,0,41.8,0
A05257,SOLVE144,621,631.0,A,0,10.8,0,0,0.052,0,0,1699.8,0,0,56360.0,0,0,32.8,0,0,5.0,0,0,9220.0,0,0,36.6,0
A05990,SOLVE144,631,641.0,A,0,3.8,0,0,0.034,0,0,1058.0,0,0,58820.0,0,0,19.8,0,0,4.4,0,0,1380.0,0,0,35.6,0
A04407,SOLVE144,641,651.0,A,0,13.8,0,0,0.084,0,0,732.0,0,0,60000.0,0,0,31.4,0,0,23.0,0,0,9920.0,0,0,57.8,0
A04442,SOLVE144,651,661.0,A,0,11.4,0,0,0.082,0,0,686.8,0,0,54820.0,0,0,32.8,0,0,17.4,0,0,8440.0,0,0,95.2,0
A05986,SOLVE144,661,671.0,A,0,5.4,0,0,0.034,0,0,606.0,0,0,53200.0,0,0,22.8,0,0,3.0,0,0,520.0,0,0,22.8,0
A05699,SOLVE144,671,681.0,A,0,3.8,0,0,0.04,0,0,870.4,0,0,59260.0,0,0,208.2,0,0,2.4,0,0,1900.0,0,0,39.2,0
A04589,SOLVE144,681,691.0,A,0,3.2,0,0,0.076,0,0,2187.4,0,0,64040.0,0,0,108.2,0,0,3.4,0,0,1960.0,0,0,31.4,0
A03405,SOLVE144,691,701.0,A,0,4.4,0,0,0.148,0,0,1731.0,0,0,58980.0,0,0,84.0,0,0,2.8,0,0,4300.0,0,0,28.4,0
A04128,SOLVE144,701,711.0,A,0,2.6,0,0,0.098,0,0,1511.0,0,0,36960.0,0,0,72.6,0,0,4.2,0,0,2560.0,0,0,31.6,0
A07082,SOLVE144W1,551,561.0,A,0,10.4,0,0,0.016,0,0,376.2,0,0,37720.0,0,0,11.4,0,0,4.0,0,0,3040.0,0,0,34.8,0
A05543,SOLVE144W1,561,571.0,A,0,12.2,0,0,0.044,0,0,310.4,0,0,41320.0,0,0,7.2,0,0,3.8,0,0,10020.0,0,0,37.4,0
A07240,SOLVE144W1,571,581.0,A,0,11.2,0,0,0.014,0,0,245.2,0,0,42520.0,0,0,8.6,0,0,3.6,0,0,4600.0,0,0,27.8,0
A06793,SOLVE144W1,581,591.0,A,0,4.0,0,0,0.02,0,0,434.2,0,0,43560.0,0,0,26.0,0,0,2.8,0,0,1920.0,0,0,29.0,0
A07077,SOLVE144W1,591,601.0,A,0,10.4,0,0,0.016,0,0,617.2,0,0,55840.0,0,0,7.8,0,0,2.0,0,0,1980.0,0,0,28.8,0
A04408,SOLVE144W1,601,611.0,A,0,4.8,0,0,0.084,0,0,924.8,0,0,52420.0,0,0,22.0,0,0,4.4,0,0,1160.0,0,0,27.4,0
A04684,SOLVE144W1,611,621.0,A,0,7.6,0,0,0.072,0,0,844.4,0,0,46860.0,0,0,29.2,0,0,2.8,0,0,2540.0,0,0,40.4,0
A04106,SOLVE144W1,621,631.0,A,0,7.2,0,0,0.1,0,0,2374.4,0,0,49720.0,0,0,57.8,0,0,3.0,0,0,5080.0,0,0,35.2,0
A03388,SOLVE144W1,631,641.0,A,0,5.8,0,0,0.15,0,0,1775.0,0,0,49480.0,0,0,33.0,0,0,2.2,0,0,5920.0,0,0,38.2,1
A04244,SOLVE144W1,641,651.0,A,0,10.4,0,0,0.092,0,0,456.8,0,0,48280.0,0,0,10.2,0,0,11.2,0,0,1360.0,0,0,44.2,0
A05077,SOLVE144W1,651,661.0,A,0,9.6,0,0,0.058,0,0,424.2,0,0,50660.0,0,0,21.4,0,0,25.6,0,0,11520.0,0,0,75.6,0
A06101,SOLVE144W1,661,671.0,A,0,4.0,0,0,0.032,0,0,563.4,0,0,44780.0,0,0,21.4,0,0,3.2,0,0,820.0,0,0,18.8,0
A04240,SOLVE144W1,671,681.0,A,0,2.2,0,0,0.092,0,0,1625.2,0,0,55840.0,0,0,40.0,0,0,4.4,0,0,2280.0,0,0,29.6,0
A04238,SOLVE144W1,681,691.0,A,0,2.8,0,0,0.092,0,0,1303.0,0,0,46720.0,0,0,83.4,0,0,5.0,0,0,1500.0,0,0,25.2,0
A03976,SOLVE144W1,691,701.0,A,0,2.8,0,0,0.106,0,0,2036.0,0,0,42340.0,0,0,51.8,0,0,3.8,0,0,2280.0,0,0,25.0,0
A03973,SOLVE144W1,701,711.0,A,0,2.2,0,0,0.106,0,0,1504.8,0,0,30940.0,0,0,140.8,0,0,4.4,0,0,2180.0,0,0,31.4,0
A04014,SOLVE144W1,711,721.0,A,0,1.0,0,0,0.104,0,0,2107.0,0,0,52380.0,0,0,29.0,0,0,4.0,0,0,3340.0,0,0,33.6,0
A03813,SOLVE145,171,181.0,B,0,222.8,0,0,0.116,0,0,2370.6,0,0,45200.0,0,0,4.4,1,0,10.0,0,0,31180.0,0,0,87.8,0
A05287,SOLVE145,181,191.0,B,0,133.4,0,0,0.052,0,0,521.8,0,0,47420.0,0,0,3.4,0,0,13.8,0,0,35140.0,0,0,80.8,0
A05592,SOLVE145,191,201.0,B,0,105.4,0,0,0.043,0,0,2198.6,0,0,50860.0,0,0,5.2,0,0,11.2,0,0,29480.0,0,0,82.8,0
A06764,SOLVE145,201,211.0,B,0,40.2,0,0,0.021,0,0,1509.0,0,0,50100.0,0,0,4.0,0,0,17.2,0,0,29740.0,0,0,101.6,0
A07922,SOLVE145,211,221.0,B,0,27.6,0,0,0.008,0,0,4111.0,0,0,38660.0,0,0,7.4,0,0,10.2,0,0,14700.0,0,0,53.0,0
A08703,SOLVE145,221,231.0,B,0,28.6,0,1,0.0035355339059327372,0,0,312.0,0,0,19980.0,0,0,6.0,0,0,7.8,0,0,3600.0,0,0,39.4,0
A07919,SOLVE145,231,241.0,B,0,24.8,0,0,0.008,0,0,1750.8,0,0,28960.0,0,0,5.2,0,0,5.2,0,0,9660.0,0,0,49.0,0
A05158,SOLVE145,241,251.0,B,0,127.8,0,0,0.056,0,0,492.2,0,0,101060.0,0,0,8.4,0,0,6.6,0,0,97120.0,0,0,48.8,0
A02843,SOLVE145,251,261.0,B,0,255.2,0,0,0.203,0,0,396.70000000000005,1,0,130580.0,0,0,25.2,0,0,9.8,0,0,119340.0,0,0,105.4,0
A05961,SOLVE145,261,271.0,B,0,84.2,0,0,0.035,0,0,334.6,0,0,66180.0,0,0,1.4,0,0,5.2,0,0,40780.0,0,0,46.2,0
A06353,SOLVE145,271,281.0,B,0,94.2,0,0,0.028,0,0,29.0,0,0,96200.0,0,0,1.2,0,0,5.0,0,0,76540.0,0,0,58.2,0
A07660,SOLVE145,281,291.0,B,0,29.6,0,0,0.01,0,0,22.0,0,0,20940.0,0,0,24.8,0,0,3.6,0,0,8900.0,0,0,36.4,0
A06633,SOLVE145,291,301.0,B,0,26.6,0,0,0.023,0,0,7.0,0,0,26920.0,0,0,1.6,0,0,1.8,0,0,4140.0,0,0,44.6,0
A05942,SOLVE145,301,311.0,B,0,22.6,0,0,0.036,0,0,32.0,0,0,28400.0,0,0,1.0,0,0,2.0,0,0,8420.0,0,0,37.8,0
A06070,SOLVE145,311,321.0,B,0,28.4,0,0,0.033,0,0,20.6,0,0,39140.0,0,0,1.4,0,0,4.0,0,0,25260.0,0,0,35.0,0
A07911,SOLVE145,321,331.0,B,0,30.2,0,0,0.008,0,0,13.4,0,0,32140.0,0,0,2.2,0,0,6.0,0,0,17420.0,0,0,38.8,0
A07045,SOLVE145,331,341.0,B,0,23.0,0,0,0.017,0,0,59.4,0,0,27160.0,0,0,4.8,0,0,2.2,0,0,5720.0,0,0,44.6,0
A08258,SOLVE145,341,351.0,B,0,17.6,0,0,0.006,0,0,10.0,0,0,21920.0,0,0,2.6,0,0,3.8,0,0,8880.0,0,0,34.2,0
A07656,SOLVE145,351,361.0,B,0,12.6,0,0,0.01,0,0,21.4,0,0,13760.0,0,0,5.4,0,0,5.4,0,0,2900.0,0,0,79.4,0
A07653,SOLVE145,361,371.0,B,0,30.8,0,0,0.01,0,0,29.0,0,0,37580.0,0,0,3.6,0,0,4.4,0,0,24040.0,0,0,30.4,0
A08633,SOLVE145,371,381.0,B,0,7.6,0,1,0.0035355339059327372,0,0,9.4,0,0,16920.0,0,0,2.8,0,0,32.6,0,0,1540.0,0,0,44.2,0
A08040,SOLVE145,381,391.0,B,0,7.4,0,0,0.007,0,0,18.4,0,0,26180.0,0,0,1.6,0,0,3.2,0,0,2500.0,0,0,61.4,0
A07547,SOLVE145,391,401.0,B,0,10.2,0,0,0.011,0,0,90.8,0,0,56300.0,0,0,1.0,0,0,3.0,0,0,6460.0,0,0,67.6,0
A08038,SOLVE145,401,411.0,B,0,12.0,0,0,0.007,0,0,153.4,0,0,55440.0,0,0,1.0,0,0,5.2,0,0,22020.0,0,0,73.8,0
A08618,SOLVE145,411,421.0,B,0,17.2,0,1,0.0035355339059327372,0,0,11.8,0,0,33060.0,0,0,1.4,0,0,12.6,0,0,12920.0,0,0,51.8,0
A08034,SOLVE145,421,431.0,B,0,11.0,0,0,0.007,0,0,13.0,0,0,23480.0,0,0,1.4,0,0,5.6,0,0,1400.0,0,0,46.6,0
A08231,SOLVE145,431,441.0,B,0,12.6,0,0,0.006,0,0,13.8,0,0,23020.0,0,0,1.0,0,0,8.2,0,0,1240.0,0,0,37.6,0
